Lib_GGA.65_S2_R1_001	Lib_GGA.71_S4_R1_001	Lib_GGA.88_S6_R1_001	Lib_GGA.90_S8_R1_001	Lib_GGA.64_S1_R1_001	Lib_GGA.70_S3_R1_001	Lib_GGA.87_S5_R1_001	Lib_GGA.89_S7_R1_001
NEBL	2.09725187081832	2.38881212317768	3.05357556086982	2.01857342828897	0.816458234172999	1.15740560370774	1.98450569618066	1.1884566103329
NT5C3B	4.63398166543183	4.47895861503197	4.54668923815096	4.97811753841763	5.4225197484219	5.38506606034723	5.00674307533432	5.61702393916836
ACSL5	6.65668435679609	6.67207749778825	6.29265033663457	6.80231282133997	7.16252134534561	7.2176969891475	7.13163368988613	7.27558444690085
PDCD1LG2	1.24645525910325	1.19302163445819	0.659538336439052	1.09400259593807	2.50679299359443	2.21893160986304	1.81702457691961	1.91987294816382
ZNF532	2.47903871951106	2.73054618591294	4.29736619346464	2.92833185319041	1.81451331482917	1.74525460381816	2.87740543713289	1.97613567495196
MAPK6	6.67886571961645	6.73389207409722	6.95088579305686	6.69689692387324	8.06809201153118	8.27821484516295	7.37140171437031	7.78915038541631
VDR	8.54747475644671	8.3735506929606	8.43560669964924	8.0291610075547	8.13827029698876	7.4205826629486	7.50141009275525	6.65920850234097
SPARC	2.61992142257889	0.87367057804248	1.51331217697301	0.630185741648989	0.767682669461663	0.28351592509923	0.59702438063367	0.104659342761749
YIPF5	7.0034512368994	6.93284141081214	6.71657009213543	7.04945020079631	6.43811005197918	6.45301821103881	6.29860460918669	6.45288827030095
CCDC167	4.43220203572937	4.88205628638342	4.47580861041637	4.79504979524206	5.4889103870025	5.64609370473424	4.92857946321501	5.55372685589176
SELPLG	6.44318991640604	6.2038746029149	5.82176435183703	6.88200307582276	7.0725167861224	7.27073271592961	6.56448335145838	7.32211500685595
SPTBN1	7.50013619230692	7.22612551446503	7.14021075127105	7.14027910398324	7.87670889945389	8.13529595547026	7.80746845520196	8.18811370661295
RPLP0	8.78209668995525	8.98167160900294	8.72638959496368	8.80929109724683	9.3739913328055	9.49549190480791	9.02657612543089	9.45048004058272
CCL18	2.12273553606406	1.43427880702893	1.51331217697301	1.19607732194272	0.664886989186792	0.148711291613609	0.259605579386783	0
MAP3K2	7.38210518113342	7.28540656702116	7.03234930498283	7.37702978778677	6.70218617923956	6.84103950464235	6.50371927014722	6.92478413130015
ETV5	2.70673773206162	2.08868778514883	3.82141230042441	1.61996647909127	0.742662228639235	1.29143677014996	1.53239333945203	0.645520459695899
SQLE	7.28386970594796	7.49113734911405	7.64070122251396	7.6871907929486	6.84310862187748	6.86453058108135	7.22394773857364	7.00514567387289
AC008105.3	5.19569759034037	5.53013464638333	5.78685184077234	5.5368395360327	4.72930051846799	4.17656697903448	4.88496505362614	4.5145866353619
NEU3	4.20650545865081	3.92478905825375	3.88693388152771	3.86946224299522	4.64572928241658	5.0520467594359	4.83999091484525	4.87235678918279
IRF2BP2	6.20301233193192	5.95827280833715	5.72706940996503	5.7667578759756	5.71235536732155	5.081645385824	5.12393949655493	5.20955334719825
WDFY2	5.55284494905391	5.37306105336416	5.45068834289749	5.36942894600772	4.39785304412921	4.47072304481271	4.92857946321501	4.7241743009494
BCORP1	2.05816194868162	2.21161557383455	1.87422825450041	2.34173129099038	2.68809751098507	3.36479396948658	3.25646262307957	3.55574095390481
EPS15	8.42479086254449	8.22477016545547	8.139443744269	8.33402347341716	7.72508832003709	7.4729561467419	7.83762327406604	7.66655167010796
AMOT	1.37925525414881	2.30293262308803	3.48549851623248	2.28495107020366	0.370412098950921	0.195059913464984	1.07316738803231	1.16444373133599
CD14	0.937383353176823	0.932049227532452	0.728446497452844	0.666202370105051	0.041624571258395	0.148711291613609	0.0557929837204367	0.104659342761749
TRBC1	6.70123990879466	7.42280091928586	7.85135893421998	7.57887512352933	6.26166603663709	6.71698309878674	7.02778459551316	7.12818929903868
DENND2B	3.14636096790889	2.61056096997791	4.07065851689054	2.2497783548794	1.11828539708737	1.61494382883752	2.13455069879633	1.38828327566756
RASGRP2	1.75012778567105	1.14446776135644	1.30349549921495	1.33680591759759	2.69463555036485	3.51850434264124	2.56773629048123	3.68373842278731
RRS1	4.94200681216993	4.81189203370511	4.82754857027475	4.99414649174295	5.64559253975661	5.36620094527352	5.5778609580378	5.45572395684776
LIN7C	6.96830127033641	7.03417980198895	6.91067991362831	7.06849982134294	7.42067569326285	7.57588484392687	7.3394436534225	7.56702709109406
PPIB	6.59201438000653	6.64996416899624	6.35594937033771	6.75658349926322	7.14800439283413	7.34712142890104	6.72903171259988	7.31190379998788
GALNT3	3.25406225943853	4.01532831462133	2.59048257829325	4.69181448743129	6.11827010789505	5.78609470223043	5.29452391238638	5.58459194161446
MAP2K3	7.68710245362458	7.47128174790443	7.84870131614221	7.40926593403535	7.1960287584638	6.93193743968077	7.07664535169293	6.98857295645462
RASA2	6.82137648040072	6.65538899897596	6.42828568439775	6.73766648593787	7.32804540349973	7.11521738134786	6.98081831338171	7.17325830998271
BTD	5.2745507736288	4.77249494717874	5.69944458954526	4.42114123382937	4.09342832936487	4.13259056225206	4.22224525738813	3.737625857912
DTNB	3.88027173173573	3.81661051992934	3.6139789242122	3.80226683926759	4.66416841369848	4.54864750648839	4.27020351641883	4.39843281506227
AC098614.2	2.91797982499175	3.56778609258776	3.29986153171379	2.96493958348783	2.23804388815898	2.28470452347875	1.81702457691961	1.8761875129982
PHC1	3.40189198870632	2.45997930472033	3.25385349931325	3.00767689535846	2.27341404554829	1.71376367508964	2.31685754253716	2.0824778414213
TENT5C	5.53516071193677	5.08060488495956	3.41408382628713	5.74797467173899	6.51631346470662	6.59319422957481	5.7483996782402	6.70934227621009
CD151	5.17757357418079	5.34379192968406	5.39878168226227	5.1985748621482	4.60118554105127	4.77147661238292	4.52369322032731	4.62208153215266
ZNF706	7.11439591540508	7.25142118276356	6.99043996242081	7.11321812405452	7.81634827635508	7.83290283789241	7.35828734790239	7.61709462456789
ERN1	4.54959321830219	4.29378805952589	4.77964599041667	4.5472080969765	5.70346807805189	5.37503537303928	5.18307060951127	5.43077576136706
S100A4	7.3021086999562	7.33661847889452	6.67079856237125	7.33009255801306	8.14887327718684	7.99293039827499	7.09797957859203	7.78841407625476
CD40LG	3.65428144170999	3.2031526759173	3.21235657063433	2.12592795534269	5.01571745402082	5.78609470223043	4.53109342816427	5.40794745945142
BBX	7.11081871570082	6.96334132929983	6.79094480558742	7.07186024328513	6.67392654551539	6.31948036181686	6.35111432423834	6.32265128706749
ST8SIA4	7.70671961730256	7.49719219201041	7.37659832399656	7.59210000814568	8.10521902369627	8.19299594329815	7.92213751923333	8.02786973253527
FAM126A	6.69541345811038	6.74309286161532	6.40281856525585	7.0889606161822	7.21888760425343	7.32384450407248	6.76242571697956	7.68829226764865
FAM216A	4.28760506766515	4.95073182936165	4.89279825258865	4.86063285583753	5.54787320729986	5.70032406370134	5.439209027883	5.59810061647449
COTL1	9.49231518426018	9.59829857377379	9.03823062512671	9.92735120680467	9.92040016870369	10.2034012571694	9.87614234635875	10.3019177811164
KRT86	1.37925525414881	1.7904066837268	1.51331217697301	1.67403437821418	0.638001407933844	0.52036200182128	0.59702438063367	0.574404838392923
KIAA0513	4.46495028619413	4.14438984599852	3.8641468730914	4.5520286668172	3.39416649067652	3.37489586637334	2.86964320200285	2.73184254823299
ARRB1	2.75642563871074	2.67180057613965	2.4238866603656	2.85220600186877	3.33680543116724	4.10857659353209	3.40884590842345	4.0992178093894
DENND1B	6.6642968866048	6.68274271884208	6.39157525631887	6.95978999995659	6.10789825759444	6.30370320090943	5.71738109223555	6.13228874191953
ERMN	2.13531052953443	2.58349817315048	3.59103342616741	3.73603067198995	1.01758497780497	1.68156999915719	1.53239333945203	1.21207634272592
CERCAM	2.44913269349233	2.8182836820462	2.6714626763939	2.92833185319041	1.43177688486331	1.93472337542256	1.76775932084319	1.52657552784397
TNFRSF11A	7.32698796799792	6.88469309227364	6.84237122574082	6.51073206795531	6.82497134208438	6.42958493153417	5.88846355445594	5.6125936713007
SLC2A3	7.40824624572898	7.00600563977675	6.88071905440044	7.20023581392401	7.85352431926737	7.71707499208556	7.31464449294601	7.70191114576444
B4GALT5	5.14995335525721	4.84834833281064	4.75920742795112	5.08675120629351	4.03279794648147	4.2742477232672	3.84070819754458	3.48963332471057
GYPC	5.28305200819857	5.32076103902781	5.44173844192974	5.43743920281277	5.8483085077324	5.84178156387296	5.90089355878904	6.01549437435653
TGFB1I1	2.14777686176602	2.26936241215239	1.1859106620789	1.46501886327646	0.465231277718899	0.52036200182128	0.634150711561428	0.379578683815758
CDC20	7.56489747741675	7.55725236483405	7.10298436335249	7.69946318446456	8.00291100523728	8.0187293008942	7.56617690083906	8.13253161291994
EBP	5.86082571996987	5.84888616236744	5.02365425576397	5.87939652331943	6.45312987246176	6.65045092199986	5.38714756892371	6.57575354320417
MIR181A1HG	2.5370528667328	1.21669922935086	1.5707359299049	2.42817294863252	3.58572555918053	3.28668718245179	2.91560224866776	3.57863543663757
THEMIS	6.97531268203297	6.93194766734316	6.47415246274539	7.6648339285275	7.28292966332782	7.6897690514625	7.12757131519881	8.36067092776303
MDFIC	7.94164973476903	8.17200155452407	8.58722526051592	8.12730503017071	7.5679345580922	7.52972471674444	7.58051328865937	7.46381871366214
VCAM1	5.93642369007274	6.56200638832448	6.46155727127524	7.65618508405486	3.92849265422384	3.78409588577854	5.64987355936386	6.13769475735706
APBA1	0.753851627983898	0.843570811319681	1.41221478691705	1.48532213535689	1.35130425178093	2.36798223459992	2.41611824484445	3.04626495164363
PABPC1	8.867248114431	8.66021396021451	8.46398364717405	8.42338290488008	9.3177925932044	9.07977015387718	8.83147255343838	9.05398164644925
SFXN1	8.6135646401205	8.56484911783037	8.63371778014973	8.41431145655021	8.98517346685856	9.04756935232528	9.08587831103472	9.14499252245926
PROB1	4.07234330817053	3.92478905825375	3.57708888818288	4.1683766190117	4.84842732597777	4.76572980570099	4.00914960804934	5.07755167990029
XPNPEP1	6.0742351757426	6.12708229042819	6.04332855987325	6.37109491743364	6.490713800417	6.72490286250452	6.54816351640143	6.8557026640725
RHOD	1.9341048491233	1.9543017863091	2.23551057572118	1.12020629310503	0.554201062516905	0.48349043810627	0.901081994475305	0.61040079774336
SEC24D	6.47631040289816	6.33811434036202	6.08416115443531	6.70070055809154	7.1989059999447	6.97158565669777	6.78426654594365	7.0198582513354
WDR1	9.32795680324356	9.07094694408388	9.18890903702914	9.25228688458264	9.65591957946313	9.70630899393326	9.58880467850576	9.75370713406813
TMEM106B	6.3538779789354	6.02013297663737	6.03824828754731	5.91350978947982	6.97652134426593	6.35563630768231	6.78271740474023	6.74722146057618
SHMT2	7.73849013416741	7.6101706241701	7.87363434824605	7.98884347283069	8.23226786859115	8.01045084250558	8.31511588095458	8.4131997837691
RHBDF2	5.72078597765237	5.60829678028973	5.79390225948265	5.48988064321225	5.07204177894167	4.8129346104734	4.81999097448453	5.08236558100649
TIGD2	4.23014567995126	3.96028742444741	4.55856566603483	4.1620843029169	3.36577102415016	3.36479396948658	3.69897444178191	3.51359242691789
MRPS26	5.58871953423633	5.49425771731509	5.46084927404961	5.55255982303988	7.03951162158748	6.7672218035272	6.36152912930097	5.97032874893896
TMPRSS6	2.84330032844761	2.50874599052564	2.63603145782607	1.77644644766335	1.98422205218289	1.37433770476938	1.53239333945203	0.984134391523429
SSR2	6.5782646549171	6.60581515223222	6.54749825875568	6.65326022898417	7.33852032765104	7.38728558808679	6.84143828780363	7.42423553363485
GRAMD2B	4.84198893562025	5.17729546219838	5.12297502750753	4.96371851827018	4.45673374364889	4.17656697903448	4.06799224964122	3.95618775826198
THADA	6.90315679915826	6.528106262078	6.4360321293062	6.3806106996199	7.49700165024102	6.91732395680057	7.14294785829896	6.84252117650167
TUBB6	5.39054953051341	5.35716973320215	6.81094172393868	4.77250909781818	4.50774691361357	3.87230996446642	5.2843421380009	4.28329471985736
MINPP1	6.42474029374594	6.24259361691599	6.73657216114308	6.21344020545244	5.91911098471367	5.74482074062101	5.83066422417328	5.66059407080598
NCOA2	7.79134175677378	7.56476727328914	7.36886246049953	7.68280199515946	7.1096844450404	7.25646070211263	6.76974279334397	6.97353616105658
CFLAR	8.14983789738536	8.22166521093636	8.55438828124229	8.59814903707272	7.75667497946286	7.5851597985053	7.90704879985846	7.54016038538832
GREM2	0.652516161163201	0.295130605819548	0.158227677319269	0.160117389600882	1.58039147283241	2.01442875211102	1.7843686997078	0.778027241712252
DNMT3B	3.7057767877022	3.95325728415434	4.16689931404339	3.90003232415167	3.14485408738141	2.89575643257353	2.67851084722635	2.53051271488772
LARS1	7.72347332805845	7.67516994427771	7.45747780463017	7.60867935359606	8.11256165132776	8.11245982081621	8.26588204418423	8.3319881115224
SURF4	9.65391512566873	9.46323942531001	8.99736712118856	9.39929643807081	10.0019028470337	9.95261414497118	9.46064798017694	9.73885671274718
P4HB	8.79305055326316	8.46180294450164	8.56590759565719	8.59945937915401	9.21644145441368	9.09798911220171	8.88659836790143	9.18657004262551
LRRN3	6.50808335049836	7.64167036653282	7.53376197344336	6.76075380627269	7.13514356297707	8.23380826744784	8.34481452058479	8.17821695136744
CEP68	4.58440180744497	4.89678846224384	4.6142499250917	4.72847366971611	3.89765640347491	3.81781140030265	4.1081290448662	3.88082122164385
SLC2A6	4.1945384784186	2.97921081272648	3.93145577141505	3.86946224299522	3.10122997598282	2.32694418294672	2.52883711170683	3.07874753971412
CREBRF	5.45089914597472	5.40690326024099	5.36401242721432	5.52462936002218	4.91433083021528	4.27963464147623	4.70909841038219	4.22933801394809
EXTL2	4.74481144513143	5.30566035920222	5.66470222027824	5.04461630289905	4.1634450958632	4.35556561176929	4.62860008852611	4.55439853436838
LIMA1	7.49952838705536	7.24819362132098	6.85735221109081	7.16998105679906	8.52419398457005	8.24331662947881	8.17550968304796	7.49784768376602
ENOPH1	6.45138446191097	6.50785701130248	6.41004723266214	6.4920404832867	7.05197721058839	7.10880057763026	6.77286735831201	6.97999970210204
OMA1	4.04261149764954	4.42153601816666	4.18540036445811	4.68305171476034	4.73882159468435	5.19003243379228	5.56710221023369	5.32778305971578
RB1	7.5218483688487	7.37296341561816	7.37860957192985	7.52135312506311	7.93309087906532	7.959757002558	7.76730060667116	8.21922540457628
RCAN3	6.93137241737469	6.5567979556259	6.21673534347206	6.34841335885806	6.28134570193049	5.87151720708782	5.8671810737416	5.80640558351335
RPS2P5	5.43318515906619	5.56052226792767	5.55515415174805	5.72361244655321	6.06753899314589	6.12371512596391	5.95508175535595	6.25675008863788
HDAC1	8.19858462460365	8.00272533187379	7.93368858532255	8.17749556021911	8.56813906847873	8.63793667828875	8.43485472847044	8.57934157173845
PDLIM4	2.12273553606406	3.0401982550354	1.9191379075972	2.16421204170358	0.953608331191271	2.01442875211102	1.15207857185977	1.1884566103329
DDB1	9.02370580525567	8.59959589398706	8.72757360053187	8.64993711477218	9.32202159806875	9.07154448016279	9.22070169577063	9.27051875935508
ZG16B	2.4288452880139	2.65456718392237	2.79708036909335	2.43862288087153	1.66272645305898	1.61494382883752	1.7843686997078	1.21207634272592
DUSP16	5.76089976337223	6.03768695125151	4.89467339033582	5.2980533078391	5.25789752035288	5.54571094872868	4.31376109024696	4.5358002982292
BACH1	5.28728391357031	5.2636547719304	5.09389008563095	5.27199440781353	4.71650721232342	4.43012342872389	4.62399349344431	4.34067334946728
SSR1	8.48651664748398	8.3657950763279	8.07475511153458	8.4683819632721	8.97068413469188	8.74853945993881	8.60973267597717	8.82638203205634
PTP4A2	8.98254204175044	8.79276091568162	8.61734560542527	8.7740086409907	9.63785119285615	9.6598148318467	8.91669063952855	9.3342112278171
GIT1	5.75785337683493	5.44999346695076	5.63247755158798	5.34602724195789	5.2345319434152	4.68480571780048	4.17893280652689	4.1212162176822
RAB9B	2.19659211254261	1.67549762708488	2.66268611456481	1.6014839836335	0.909324666987476	0.691784026832439	1.4925159903309	0.956432788658849
TRBV3-1	3.34889019734555	3.17321174327178	2.60887505571914	2.96493958348783	2.00541327885847	2.42743023506299	1.64580990657951	2.01693803976117
RALA	6.9045348508126	7.01531766343932	6.88260994762389	7.08854593644184	6.45216555632807	6.46488923503975	6.48669322949516	6.40116829174171
PPCDC	4.17030254283968	4.19890253749393	4.65906600713692	4.32865674084514	5.44886373087278	5.35092920176783	5.10753314897593	5.11248618368945
UPP1	5.55167272002356	5.62719311920597	5.74381007188651	5.72361244655321	4.85719609544293	4.68480571780048	4.71560817860253	5.3385536959952
ATF3	5.72703039314412	5.60717748546723	7.63818507907256	5.49614747232619	4.70359944392601	4.18233050817761	5.12393949655493	4.55670654618312
MIR223HG	0.156243167020991	0	0.0546935698216354	0	0.863638549376146	0.98346536359068	0.960753797428248	1.42916630626932
GPR161	3.31059522201779	2.39919633575858	2.86751516712734	2.66908675017704	1.55186810267875	1.71376367508964	1.73395565732502	1.42916630626932
PSMG1	6.38646043207477	6.29844414594121	6.22197231515227	6.69308323494085	6.96507442870883	6.89380570566119	6.63084985432632	7.10905244602708
PTP4A3	4.93303176310186	3.91758335341931	4.96774787013442	4.61096485556577	3.791865888363	2.41769079435848	4.09819904427747	4.02114165889938
RREB1	3.50238903239629	3.32253053814503	3.40358690786573	3.12231249911679	4.25254809967146	3.89002806684712	4.23135970872809	3.92793897369269
PIM2	8.06775423373614	7.61991496598325	7.53436348725186	7.82798814466195	9.08862518282083	8.52949444533228	8.39434594173396	8.09550767372808
AKNA	5.25451755237384	5.12976005701193	4.57034512355601	5.4058333436448	5.8446387625163	5.63877635849645	5.52941786413569	5.95291079977866
HBP1	5.3261943540582	5.27215430235614	5.40405719843484	5.44782247167752	4.88175536121284	4.72089353414181	4.64233227139506	4.59538814668971
SH3BGRL3	8.92915295893082	8.72485200054825	8.53918443102567	8.55557705477569	9.3838230285137	9.22880164613921	8.87416528270136	9.29379404849871
SLC9A5	3.42255925101546	3.66994849181262	3.57708888818288	3.31044658314291	2.7708646747423	2.77889272202828	2.62418650912065	2.47302013292612
MAN1A2	5.82537283482792	5.66641009114338	5.25437521365635	5.64457448294336	6.33097611631715	6.06018472941952	5.90943663700282	6.23673796127682
DACT3	1.78246640204196	1.94014819279261	2.82880998710705	1.58276163111674	0.975250644605681	0.815617584845652	1.62751556238622	0.869985992600291
WRAP73	4.66032384925773	4.82927569027988	4.53951616763062	4.95100039807624	5.2141986274111	5.48404937904914	5.11411809365973	5.4244707148609
KIF1A	2.91068344851497	2.45997930472033	3.19420016000259	3.04918452900291	1.70219637944825	1.50885413839654	2.49895858587523	1.78463598952539
RILP	2.57447215967285	2.68034068538196	3.55354422744633	2.38559943633661	1.7656708241984	1.72959506015072	2.38378426368723	1.65276335438638
AL139393.3	2.52754440410068	2.19978356072359	2.63603145782607	2.45929837319265	1.56620027817207	1.49038850285208	1.45150498708729	1.25818643065578
ARHGAP26	6.13888973335877	5.92542096148256	5.99345336078029	6.07041556603179	5.74027429270138	5.40738332190434	5.22321834977177	5.42951695454747
MYH6	5.0914616394558	5.2291468774052	3.55354422744633	5.12769037058864	2.46150744323149	1.83580189938946	2.56773629048123	1.1884566103329
CD28	5.94001197671248	5.59254707319878	6.02289924314303	6.0611461978449	7.44050379602078	6.93321978607349	6.52857935179805	6.78708321135812
FXYD6	1.33633263545515	1.47411708762915	2.22362482832254	3.05598783148306	0.233438034349599	0.52036200182128	0.77378110938312	0.248657692767673
CORO1A	9.36621645090309	9.19253613332098	8.80800422233438	9.55208042636404	9.71645575288547	9.72216012410946	9.44799791560299	9.89350880048487
DELEC1	3.64551730643164	3.2031526759173	3.31674318638979	2.45929837319265	1.13760867593161	1.59779516589928	1.55192614710673	1.72020591032859
ADD3	6.51290997973152	6.3727764340099	5.50079213375674	6.6493292668173	7.46126179319259	6.93663381443675	6.63486234087119	7.08286838058095
GPR183	6.64023526167066	6.83248964943625	6.97057621225945	6.19120976716958	8.00915348817646	8.08522444324286	7.61342102048568	6.67735194612809
CCT5	8.81153231953989	8.93749149096769	8.75840775996746	9.00040090346954	9.23576308390129	9.36806338301799	9.08692477650934	9.41315349747809
TRIB1	5.95693550934625	5.99724511800254	6.23609186479703	6.46098030211483	5.57824380774455	5.34836811997159	5.24288088072949	5.41813799225324
NEK11	2.82788908054396	2.49912363720952	2.68018616913635	2.2497783548794	1.99485657395579	1.61494382883752	1.66387516806622	1.21207634272592
IL1RAP	4.31549876079744	3.92837845931309	3.90936656408498	4.05748554910922	4.90590353831549	5.14204140402807	4.9078848224246	4.62208153215266
CLSTN1	5.61027423391727	5.27074118678639	4.87010441329878	5.47853129088025	6.0713121245969	6.11394750084849	5.39798109120964	6.01717136001944
SPNS3	2.09725187081832	1.7904066837268	2.6449711730754	2.26159812829601	2.71407375096732	2.66824462292187	4.08820022200227	3.30975762223006
CTNNA1	7.40630201207668	7.10804644948032	8.19623345333217	6.8810456063578	6.7845545562046	6.36706803289047	6.58180884353721	6.02885599373931
LMAN2	7.27324136031004	6.99663312000907	6.96879723793822	7.22195060156493	7.68563292821355	7.61955206025683	7.37825642546893	7.69092128638106
NTRK1	4.86670858975735	5.12037595162987	5.61096772460185	4.43686391698495	3.03063446212468	2.32694418294672	4.24941766341482	3.5277791961942
PAM	5.83792877110946	5.99553518828959	6.34912772047063	5.83162914263673	5.30566022707603	5.18429965270726	4.95449591005027	5.12186877083066
PCCB	5.55518655357424	5.87330049498319	5.9390688729358	6.31406282960319	6.36979310760901	6.40329925637062	6.44877377740398	6.73504495455572
AC093577.1	3.30504057762065	3.11139868268985	3.78548089101603	2.60558496004909	2.59331051335197	1.6651996907524	2.76473897469727	1.56376934502675
SEC23B	7.62826690500182	7.44896407081368	7.73346350388252	7.65338403731257	8.20633690588912	8.12803511103107	8.16186915244003	7.99782161113311
PLAGL2	7.9833278123257	7.66067693519482	7.94572174498998	7.54421453562876	7.6259540889009	7.19292987190354	7.47287460285605	7.05047948958165
MSL3	6.23622623351482	6.3845834158023	6.33054650566928	6.45520195986456	5.85853441026359	5.77945563453839	5.85248816696298	5.82567286935605
SOAT1	7.06841585631803	6.92342937550344	6.69090135793719	7.25521578375843	7.80525152539212	7.49859111470581	7.23946537247204	7.57444958032255
TSEN54	5.66983311420393	5.46366331303041	5.2143957177381	5.79142768926988	6.20783546300312	6.09191689968073	5.61547731403669	6.29526941092209
NCOA1	6.8971699843785	6.64288125601246	6.93411735772204	6.49078572488926	6.59312176666793	6.01568373477805	6.28042397593526	5.8333083079519
AP003071.5	2.40826852399437	2.49912363720952	3.36623431419887	2.2497783548794	0.953608331191271	1.15740560370774	2.62418650912065	0.899380911577859
ACADSB	5.3261943540582	5.15907999045672	5.22188340105368	4.95100039807624	5.70184630880276	5.98468543118646	5.81660237807236	5.87089085717072
CCSER2	7.45194125303067	7.53594113488298	7.2009545008789	7.52901391798363	7.00901613252102	6.75711996646799	6.82748157229297	6.82204073389842
ZNF48	4.90025126667259	4.55754943906048	4.80579046643306	4.97093599219929	4.11064264246947	4.11762873824948	3.78814684101165	4.25514815251987
DDX3Y	7.12783029570026	7.38640090668159	7.41205138606596	7.5399744816097	7.80713834812404	7.86685214193695	7.77874368961399	7.99420747405879
JMJD1C	6.89486073188114	7.12104403066859	6.38758601635733	7.00267788260719	6.22882121331323	6.36009274866843	6.09646782005499	6.16669337977761
CD82	8.08264280059946	7.79182923315605	8.58432358553445	7.80973878133028	7.60939755659572	7.36686884642124	7.82237334628151	7.39099210488904
TRAV14DV4	2.91797982499175	2.59257562882809	2.30483929733323	2.76354981139276	4.45480928294626	3.6779471972251	3.13220895486772	3.38960797932974
PTGS2	6.86024443436475	5.67391335781302	5.99520220844791	4.88757981111733	8.23465326319371	6.79052126672395	6.31370125461133	5.88840530832696
LINC00987	2.01798331522813	2.03642574224241	1.93380240918866	2.09982891886829	1.01758497780497	1.06059235995388	0.960753797428248	1.30286831947166
NFKBIA	8.4302228061452	8.58758623762201	8.78569447592768	8.65456696079357	8.17672408317515	7.96707914366462	8.11236602487954	7.93134003519791
TALDO1	7.6739643531277	7.67249701499203	7.41008625427236	7.7300938991976	8.10014920169349	8.24589897988888	7.75471284912074	8.21685587245081
GLCCI1	3.83087620024738	3.76936060849557	3.75277282053058	3.71898532146128	3.17322081141241	2.74034243283525	2.35070896021139	2.8866359529046
FAM102A	6.30323336420417	5.7315478449297	5.57399961510258	6.57134420075819	5.64052203172016	5.16113797466902	5.23383915398841	5.83806001727105
HSPD1	9.47394569040338	9.76784459691685	9.76323439533804	9.69601868845653	9.99558747659175	10.164803377642	10.0551230517477	10.0875114666457
HAS2	1.46144952004276	1.35114189265494	1.74714966495178	0.701341706737575	0.370412098950921	0.32578989392293	0.67034555388245	0.293631106417115
H1-10	6.17283292590422	5.79190226802813	5.79891726090797	6.36631338566503	5.76378216786471	5.33549406708392	5.12393949655493	5.72357720708518
PLXNB2	5.47335927896773	5.19379331802733	6.66586604374715	4.82920712836971	4.73882159468435	4.05617976622981	5.30175286379219	4.39585694783791
RPRD1A	5.29430961977421	5.02301658765681	4.82558406495644	5.35846364902825	5.80288693154592	5.65129775091968	5.58498914006878	5.77106244597627
AGFG1	7.76806280445863	7.81770378325278	7.7290037591422	7.58123509183174	7.50701933488085	6.92679662542751	6.74290716508252	6.62497450447507
BATF3	5.96488315301779	6.09150586326914	5.34630843597973	6.20504824365126	6.9007929315837	6.8245494433618	6.84441152700121	6.70934227621009
PCED1B	5.47953664738426	5.54423927774097	6.24346807136241	5.8668768827483	5.1153260460629	4.77720061812851	5.49451309043836	4.78646597381604
CLNK	2.88857026446044	2.51830459054484	3.18809688793749	2.68672831013799	2.14562784586501	1.43352968422705	2.28219271051912	1.58201274406262
RAI14	3.28824716146086	3.41242008405582	3.46545247569425	2.09982891886829	1.62214624308798	1.4527326913327	2.37284320070347	1.44918141947491
DEPDC1B	5.88056672167591	6.07621724128871	5.93997715321763	6.50203945608701	6.45216555632807	6.73179717032297	6.68271523280998	6.81289778762819
ITGAV	5.82828007276016	5.53013464638333	5.96785391031777	5.29661787373724	4.86880549253118	4.44458352413468	4.99072999160608	4.99315769551108
EPHB2	0.90837066588478	0.716468996762298	2.46485151944973	1.91760256419498	0.402715892662566	0.28351592509923	0.989688975706613	0.537487729800118
RTF2	6.72950608401736	6.68804590808205	6.56644333889968	6.9969442460616	7.21973780510383	7.36052819708115	6.92479963952033	7.47636907385786
TXNRD1	7.60047725845411	7.71494056203846	7.47857214206147	7.72823169048288	8.04589178152944	8.16488930588183	7.88964334111168	8.10972429258843
ENPP3	1.55801527404569	1.41393939296357	1.77998402700852	1.61996647909127	2.58629561915436	2.16173318996955	3.04529799022589	2.3926159555968
MAPRE2	6.55797511015307	6.44283853449568	6.59267084343194	6.78450191238592	7.0958585409814	7.08322920686226	6.91257477654988	7.31633753266163
VOPP1	5.27739008817234	4.83311044358444	4.97839667380485	4.60633755463	4.25476196989717	4.11160029031928	4.34768439268629	4.13980864707311
TNS3	6.73468032577239	5.22038937535393	4.07727820330993	2.94308659977084	5.52512679547846	4.80735091206321	2.67851084722635	1.96227435501091
TNIP3	4.59809344220564	4.84074950611766	4.04048820185958	4.70702242424073	4.05074654389819	3.91100649514595	3.23245328722262	4.15512137712983
SSH1	6.31226009748422	5.72846281570297	5.70693422964767	5.5669203740119	6.88872652042796	6.76001343056218	6.07637612940195	6.42283862035574
JUNB	8.9426307005214	8.882116132547	8.80414354361661	9.00458309102235	8.58528305465885	8.46209511507534	8.21968698813127	8.18326717755577
CHRM3-AS2	4.74070253474002	5.29179394697552	5.05249619161069	5.01873174138882	5.2787165911135	6.00434064951142	6.48732741985762	6.59159766040811
CD84	6.95461892015844	6.88145620475595	6.93502875970832	7.17623909966885	6.47655648814328	6.47783552287774	6.08645695030888	6.62056862148887
